токен,класс,k,размах,диаметр,мин. пара
",",пункт,6,0.9098259429817296,1.3970460961632063,0.02461245781345995
Ġabout,служ,3,0.44809794472827374,0.4985965825153585,0.4196808874069157
't,подслово,3,0.31294285452456383,0.32987560121011616,0.3028043055433647
?,пункт,2,0.31120799533392735,0.31120799533392735,0.31120799533392735
Ġthe,служ,3,0.9637441348358042,1.235933739987862,0.4353893262790878
Ġis,служ,5,0.5118999219264292,0.6603569952963181,0.3598229868415963
Ġin,служ,3,0.7510051511025715,0.7790590194796799,0.7328409527229416
Ġit,служ,9,0.6083310972448122,0.9118000069894036,0.30190792083987716
Ġbeing,служ,3,0.47367588113754616,0.5129069399648667,0.41177871703347574
Ġand,служ,8,0.49678395893188476,0.6314734715542142,0.22055485871122002
Ġfor,служ,2,0.5844535727241608,0.5844535727241608,0.5844535727241608
Ġdo,служ,2,0.7446327079822014,0.7446327079822014,0.7446327079822014
.,пункт,8,0.89244162429917,1.4401475509022144,0.03203284442215108
Ġa,служ,4,0.580524076577645,0.6512678667761456,0.4948335154192704
've,подслово,2,0.24678925529514464,0.24678925529514464,0.24678925529514464
Ġfat,смысл-редк,3,0.3887036454755704,0.49608296418072095,0.17944674458624063
Ġthis,служ,2,0.4075423778996017,0.4075423778996017,0.4075423778996017
Ġare,служ,3,0.6458097144167779,0.7244865252878956,0.525675867764648
Ġyou,служ,4,0.445272829620143,0.5424021715040931,0.32563982696748706
"""",пункт,2,0.36578308810508287,0.36578308810508287,0.36578308810508287
Ġlike,смысл-част,3,0.6459650025337806,0.7295554156659624,0.5691593814102582
Ġthat,служ,6,0.5439313181094982,0.7685682294276985,0.3972570565368259
I,подслово,2,0.9209619219944852,0.9209619219944852,0.9209619219944852
Ġshouldn,смысл-редк,2,0.45094357241792193,0.45094357241792193,0.45094357241792193
Ġmovement,смысл-редк,3,0.570923580835802,0.7029739812072496,0.3639549807382758
Ġpeople,смысл-част,3,0.4452153872641535,0.529075200046635,0.2981074360157355
Ġyour,служ,2,0.12190556227294909,0.12190556227294909,0.12190556227294909
Ġun,смысл-част,2,0.4841479833308618,0.4841479833308618,0.4841479833308618
ĠJim,смысл-редк,2,0.45313723748936025,0.45313723748936025,0.45313723748936025
Ġto,служ,8,0.7476302459927107,0.9904500320126642,0.16527954452092494
Ġcandidates,смысл-редк,2,0.37331799214726935,0.37331799214726935,0.37331799214726935
Ġthe,служ,9,0.7476338752574265,1.329418126842902,0.08679288902212551
Ġstage,смысл-редк,4,0.5324363219267673,0.6585592020962363,0.4137679547340507
Ġwhen,служ,2,0.4219097087998186,0.4219097087998186,0.4219097087998186
ĠI,служ,2,0.5601974511532216,0.5601974511532216,0.5601974511532216
.,пункт,9,0.7419208091196744,1.4121611706817765,0.34674391015369427
ĠDiaz,смысл-редк,2,0.48877880989083217,0.48877880989083217,0.48877880989083217
Ġon,служ,6,0.5345535136242926,0.7177414824406922,0.34819254971006497
Ġbetween,служ,2,0.5219769290438572,0.5219769290438572,0.5219769290438572
Ġa,служ,3,0.5519204238965306,0.582293793890655,0.5250112873014111
Ġcollapsed,смысл-редк,2,0.31022904660082407,0.31022904660082407,0.31022904660082407
Ġwas,служ,3,0.6153111397944883,0.7524627773266663,0.5052543229706962
Ġbefore,служ,3,0.6188573080856066,0.6378541938561708,0.6040516411835721
Ġher,служ,3,0.5012404810911302,0.5147869220423673,0.4792398804677899
ĠPhiladelphia,смысл-редк,3,0.4738574774036622,0.4900076522343125,0.4628133990449252
",",пункт,5,0.4947027334117353,0.6577849900213899,0.16616256319595188
ĠNelson,смысл-редк,2,0.4483136071142,0.4483136071142,0.4483136071142
Ġsaid,смысл-част,3,0.41948185579600644,0.4944119348192976,0.3176947219755882
's,подслово,3,0.6103336861307308,0.7000111770931379,0.5145646663094864
Ġin,служ,3,0.6141809132384373,0.6704720946647607,0.5653245994692001
Ġtaken,смысл-част,2,0.21697590053717405,0.21697590053717405,0.21697590053717405
Ġincident,смысл-редк,3,0.4499884604155642,0.49609423622196586,0.36129867156183665
-,пункт,2,0.4675682579521082,0.4675682579521082,0.4675682579521082
ney,подслово,2,0.4792124923955298,0.4792124923955298,0.4792124923955298
Ġshe,служ,2,0.4691722386676803,0.4691722386676803,0.4691722386676803
Ġcandidate,смысл-редк,2,0.30958280549338,0.30958280549338,0.30958280549338
Ġreporters,смысл-редк,2,0.29353745253476293,0.29353745253476293,0.29353745253476293
ĠAbraham,смысл-редк,5,0.4305391695738243,0.5297830340012111,0.23786348510089736
ĠWilliams,смысл-редк,3,0.5657577022155879,0.6109188504508847,0.5274991212422857
Ġsuffered,смысл-редк,2,0.3572916102633213,0.3572916102633213,0.3572916102633213
Ġdebate,смысл-редк,3,0.581296101073845,0.6355084993885572,0.5104516954380844
Ġafter,служ,2,0.4520880784159861,0.4520880784159861,0.4520880784159861
ĠAbraham,смысл-редк,8,0.5055891477086804,0.6433604700613827,0.26974791472165205
Ġcandidates,смысл-редк,2,0.49169245948391727,0.49169245948391727,0.49169245948391727
",",пункт,7,0.5594454816697568,0.7919863335635059,0.20106826500376163
Ġa,служ,4,0.8647550163876842,1.3145569115960143,0.3438230541921794
Ġcollapsed,смысл-редк,2,0.31060215071585495,0.31060215071585495,0.31060215071585495
ict,подслово,2,0.2856330980889065,0.2856330980889065,0.2856330980889065
Ġbetween,служ,3,0.6377555785127325,0.7504478612943014,0.41849594714717353
Ġand,служ,4,0.5614162339590728,0.6989621381762346,0.37359878594472506
ĠMilton,смысл-редк,2,0.21252590599147225,0.21252590599147225,0.21252590599147225
Ġ10,пункт,3,0.6221232465086444,0.7209852075445662,0.46420823861949373
Ġher,служ,3,0.4768274145534312,0.48648588443613133,0.46146304906001195
bar,подслово,2,0.2503558251619146,0.2503558251619146,0.2503558251619146
Ġwas,служ,3,0.5480943567466209,0.5975786169961579,0.5062961958325827
Ġwhen,служ,2,0.4847341352794387,0.4847341352794387,0.4847341352794387
Ġout,служ,2,0.5381391924292113,0.5381391924292113,0.5381391924292113
Ġthe,служ,7,0.7224260493010457,1.3084720411995145,0.3751964936133194
Ġshe,служ,2,0.33707744992888666,0.33707744992888666,0.33707744992888666
Ġafter,служ,2,0.45321977892518067,0.45321977892518067,0.45321977892518067
em,подслово,2,0.39946946694439833,0.39946946694439833,0.39946946694439833
ĠNelson,смысл-редк,2,0.5158618623326116,0.5158618623326116,0.5158618623326116
Ġdebate,смысл-редк,4,0.5153681276800374,0.5857642784443802,0.3605187759236485
Ġto,служ,5,0.6251482002439698,0.9164052136885469,0.36548461288804013
Ġfor,служ,3,0.4711570502072408,0.5302366363517464,0.38081315905447927
Ġminutes,смысл-част,2,0.39832840364399985,0.39832840364399985,0.39832840364399985
Ġof,служ,2,0.634509498169754,0.634509498169754,0.634509498169754
ĠDiaz,смысл-редк,2,0.5939990157391505,0.5939990157391505,0.5939990157391505
Ġdrop,смысл-редк,2,0.2915348090569952,0.2915348090569952,0.2915348090569952
Ġstage,смысл-редк,3,0.6394534823476871,0.7041834615189558,0.5382594027584278
Ġprimary,смысл-редк,2,0.5244026772917609,0.5244026772917609,0.5244026772917609
Ġat,служ,2,0.6688537739258127,0.6688537739258127,0.6688537739258127
ĠDemocratic,смысл-редк,2,0.44571252188618865,0.44571252188618865,0.44571252188618865
ĠWilliams,смысл-редк,2,0.24707079000390403,0.24707079000390403,0.24707079000390403
Ġin,служ,2,0.6074757627012194,0.6074757627012194,0.6074757627012194
ĠShe,служ,2,0.3509798115963767,0.3509798115963767,0.3509798115963767
Ġ.,пункт,3,0.3483823559384185,0.38225746889529527,0.2925445496220087
Ġher,служ,3,0.480883647187461,0.5186958674270369,0.45491375483790875
Ġcandidate,смысл-редк,2,0.41800132978911864,0.41800132978911864,0.41800132978911864
's,подслово,2,0.51847192403372,0.51847192403372,0.51847192403372
Ġcampaign,смысл-редк,3,0.44635571124000795,0.5729629472729343,0.23334787636230706
ed,подслово,2,0.6256621616172331,0.6256621616172331,0.6256621616172331
Ġwas,служ,2,0.7581764731775579,0.7581764731775579,0.7581764731775579
ĠShe,служ,2,0.35322010773648865,0.35322010773648865,0.35322010773648865
Ġshe,служ,2,0.47369226086501737,0.47369226086501737,0.47369226086501737
.,пункт,5,0.5025793167657345,0.6522396746744589,0.28929410981743725
Ġto,служ,6,1.0469380731380806,1.4103037093481092,0.675460899981006
Ġat,служ,2,0.6731230523245045,0.6731230523245045,0.6731230523245045
Ġthe,служ,10,0.8162879140874116,1.320758591643378,0.016096818630248092
Ġright,смысл-част,2,0.5342920615443902,0.5342920615443902,0.5342920615443902
ĠNelson,смысл-редк,2,0.5191545968456261,0.5191545968456261,0.5191545968456261
Ġa,служ,2,0.4157190879781104,0.4157190879781104,0.4157190879781104
Ġappeared,смысл-редк,2,0.3601222355089247,0.3601222355089247,0.3601222355089247
ĠWilliams,смысл-редк,2,0.5630987046849466,0.5630987046849466,0.5630987046849466
Ġlights,смысл-редк,2,0.515294684174166,0.515294684174166,0.515294684174166
Ġmayor,смысл-редк,2,0.6479405566507359,0.6479405566507359,0.6479405566507359
ict,подслово,2,0.2874562876456685,0.2874562876456685,0.2874562876456685
ĠAbraham,смысл-редк,9,0.48352934303932615,0.6237372851280133,0.2797269134162526
Ġtime,смысл-част,2,0.6967182976669006,0.6967182976669006,0.6967182976669006
Ġincident,смысл-редк,2,0.3640421304847746,0.3640421304847746,0.3640421304847746
Ġbefore,служ,2,0.6343365445726036,0.6343365445726036,0.6343365445726036
",",пункт,3,0.7061228487305986,0.8411704994154978,0.6116615111093942
ĠI,служ,2,0.53040253261218,0.53040253261218,0.53040253261218
Ġprimary,смысл-редк,2,0.5277499276320515,0.5277499276320515,0.5277499276320515
ĠThe,служ,2,0.4907097637823655,0.4907097637823655,0.4907097637823655
Ġfor,служ,2,0.7310460731115542,0.7310460731115542,0.7310460731115542
ured,подслово,2,0.25015360367045314,0.25015360367045314,0.25015360367045314
Ġon,служ,4,0.49737360326878693,0.558722077309789,0.3508364895653464
Ġstage,смысл-редк,3,0.6459818862158153,0.6923063675624415,0.5644110374282238
Ġcontinued,смысл-редк,2,0.21133323685630642,0.21133323685630642,0.21133323685630642
rass,подслово,2,0.3091680392655674,0.3091680392655674,0.3091680392655674
Ġcollapsed,смысл-редк,2,0.3125847171665983,0.3125847171665983,0.3125847171665983
ĠSenator,смысл-редк,2,0.4290814280853987,0.4290814280853987,0.4290814280853987
Ġnight,смысл-част,2,0.5203263461824371,0.5203263461824371,0.5203263461824371
Ġblood,смысл-редк,2,0.16792425881772743,0.16792425881772743,0.16792425881772743
Ġto,служ,3,0.5117872958235951,0.5945096285128291,0.3714382123470184
",",пункт,11,0.43576195736028106,0.5781190076645427,0.2714532748732256
Ġnext,смысл-част,3,0.505788337752802,0.6493238840678666,0.2943812846118309
Ġdaughter,смысл-редк,2,0.4566819423076404,0.4566819423076404,0.4566819423076404
Ġ-,пункт,4,0.5091111477906606,0.6828216720971086,0.25277451629680536
Ġyear,смысл-част,2,0.29305991135235004,0.29305991135235004,0.29305991135235004
Ġa,служ,4,0.5240106163245987,0.6196266213576923,0.4089549752896207
Ġwith,служ,2,0.43804782152660887,0.43804782152660887,0.43804782152660887
Ġwere,служ,3,0.4233654623660456,0.5050469281487441,0.28479460892721187
Ġthe,служ,5,0.8551580499817237,1.4200892160985068,0.38181014939000435
Ġstore,смысл-част,3,0.43696097681217966,0.504566214837097,0.3978417117629682
Ġbirthday,смысл-редк,3,0.4302594356086049,0.48481353253603005,0.352630617556979
ĠThis,служ,2,0.3209528698421815,0.3209528698421815,0.3209528698421815
.,пункт,9,0.41906690193143936,0.571199666689582,0.2595440972850963
Ġno,служ,2,0.7359893910911198,0.7359893910911198,0.7359893910911198
Ġwe,служ,5,0.38587395029800536,0.46717711430023634,0.24257885470047075
Ġstars,смысл-част,2,0.5163398975906627,0.5163398975906627,0.5163398975906627
Ġof,служ,2,0.4951041551595063,0.4951041551595063,0.4951041551595063
ĠGreat,смысл-редк,2,0.5330992913905819,0.5330992913905819,0.5330992913905819
Ġbut,служ,2,0.5438548344939785,0.5438548344939785,0.5438548344939785
Ġtwo,смысл-част,2,0.4495285022755674,0.4495285022755674,0.4495285022755674
-,пункт,2,0.6556395009547334,0.6556395009547334,0.6556395009547334
ĠBuy,смысл-редк,2,0.4500791594150339,0.4500791594150339,0.4500791594150339
Ġhave,служ,2,0.6940842352902942,0.6940842352902942,0.6940842352902942
Ġand,служ,4,0.6121068393291006,0.7684177241796522,0.39298688493362927
Ġ10,пункт,2,0.6948979975073676,0.6948979975073676,0.6948979975073676
Ġtill,смысл-редк,2,0.27006509856960936,0.27006509856960936,0.27006509856960936
Ġfor,служ,3,0.5268004564768224,0.5354268333203793,0.5176229036395362
Ġgift,смысл-редк,2,0.2675212999121211,0.2675212999121211,0.2675212999121211
Ġwe,служ,2,0.24041853581257586,0.24041853581257586,0.24041853581257586
Ġto,служ,4,0.5203671393716177,0.5979360388270246,0.43099525289453633
.,пункт,10,0.6192753432126591,1.5437548147027642,0.29029355367180437
Ġa,служ,4,0.6737684299576773,0.904088092323277,0.40025519886397837
",",пункт,8,0.47198890780385944,0.6699786202832292,0.346729024421025
Ġthe,служ,5,0.995659235693845,1.4074424189989758,0.03647512447287521
Ġstore,смысл-част,2,0.46184411051232716,0.46184411051232716,0.46184411051232716
Ġbut,служ,2,0.5390114615104553,0.5390114615104553,0.5390114615104553
Ġwere,служ,2,0.500549164238117,0.500549164238117,0.500549164238117
Ġand,служ,4,0.4897418626694626,0.5503305299886796,0.3761653401070164
Ġlittle,смысл-част,2,0.5544764504283458,0.5544764504283458,0.5544764504283458
Ġhave,служ,3,0.7058211654795343,0.8546052741790797,0.5749552482549215
Ġour,служ,3,0.3701027956658757,0.4019779847306221,0.31805627366773737
Ġ-,пункт,5,0.5444923855884485,0.6930683185153302,0.2505233985618785
Ġwait,смысл-част,2,0.46059957319559836,0.46059957319559836,0.46059957319559836
Ġ10,пункт,2,0.6887094891518922,0.6887094891518922,0.6887094891518922
Ġoffered,смысл-редк,2,0.6771886532440087,0.6771886532440087,0.6771886532440087
?,пункт,2,0.47613169563403324,0.47613169563403324,0.47613169563403324
Ġold,смысл-част,2,0.8204565634437092,0.8204565634437092,0.8204565634437092
Ġcustomer,смысл-редк,2,0.44589893634004346,0.44589893634004346,0.44589893634004346
Ġof,служ,2,0.5348173080495967,0.5348173080495967,0.5348173080495967
Ġgift,смысл-редк,2,0.2651388526958212,0.2651388526958212,0.2651388526958212
-,пункт,4,0.9036457404819308,1.3013970347304045,0.2995026977981927
Ġassistance,смысл-редк,2,0.3677598184101324,0.3677598184101324,0.3677598184101324
Ġnext,смысл-част,3,0.5012839711183996,0.6435412421601655,0.2917596321591678
Ġyear,смысл-част,2,0.29045002656844743,0.29045002656844743,0.29045002656844743
Ġa,служ,6,0.4904818922221657,0.6271815951151046,0.38121812997931065
Ġcould,служ,2,0.489245512219699,0.489245512219699,0.489245512219699
Ġthe,служ,7,0.9407976153143016,1.4107988864907874,0.036728440579635736
Ġfor,служ,4,0.48940575573188017,0.5343438875947394,0.326337594653418
.,пункт,11,0.5990703947476412,1.54078106031564,0.2590191475566209
Ġbirthday,смысл-редк,2,0.45241725033819,0.45241725033819,0.45241725033819
Ġour,служ,3,0.372673122721757,0.40476968179998035,0.3202651428118629
Ġ-,пункт,3,0.5461592726954383,0.6978816089619723,0.25226325861426313
?,пункт,2,0.479438382840351,0.479438382840351,0.479438382840351
Ġlittle,смысл-част,2,0.5583272341540424,0.5583272341540424,0.5583272341540424
Ġold,смысл-част,2,0.8261545525642738,0.8261545525642738,0.8261545525642738
",",пункт,9,0.4696970711722014,0.6746315550752447,0.3441636731774176
Ġgal,смысл-редк,2,0.49929806785101644,0.49929806785101644,0.49929806785101644
Ġand,служ,5,0.5837516820759989,0.7668635348149806,0.37877777093024834
Ġno,служ,3,0.6714629031151,0.7345007907528519,0.6032066729809289
Ġbut,служ,2,0.5427548424283373,0.5427548424283373,0.5427548424283373
Ġstore,смысл-част,3,0.46941095796135685,0.5038235067848584,0.43935779523627955
Ġwe,служ,3,0.40689398927738807,0.4662322093616646,0.3157428061374032
-,пункт,4,0.9417188358690829,1.3104351075252694,0.5182981576754703
Ġto,служ,2,0.6020886450658358,0.6020886450658358,0.6020886450658358
ĠThis,служ,2,0.3203037157152357,0.3203037157152357,0.3203037157152357
Ġnext,смысл-част,3,0.5047653383729406,0.6480105719941206,0.29378587374700404
Ġassistance,смысл-редк,2,0.37031387372231894,0.37031387372231894,0.37031387372231894
Ġyear,смысл-част,2,0.5035279567062498,0.5035279567062498,0.5035279567062498
Ġhave,служ,2,0.8605404226946949,0.8605404226946949,0.8605404226946949
Ġhello,смысл-редк,2,0.4311715001323278,0.4311715001323278,0.4311715001323278
Ġif,служ,2,0.5970467041158063,0.5970467041158063,0.5970467041158063
Ġfor,служ,4,0.6943785065936176,0.8296753363502171,0.4071804444110051
Ġhelp,смысл-част,5,0.5379222919275185,0.6215840951444139,0.4477657480412806
Ġpoint,смысл-част,2,0.5685276621667332,0.5685276621667332,0.5685276621667332
.,пункт,9,0.8857895881846429,1.35347279419581,0.008162382733392426
Ġto,служ,3,0.7016037262903903,0.8441304428447487,0.4481405723937005
Ġwill,служ,3,0.45971052537212,0.5032012158179405,0.3873202915049987
Ġmore,служ,3,0.5681427416860872,0.608330589727562,0.5432549506177954
Ġit,служ,3,0.6035154759034483,0.7011892631956539,0.48872766907671855
Ġconcept,смысл-редк,2,0.6083302340553464,0.6083302340553464,0.6083302340553464
Ġsibling,смысл-част,6,0.37701949416464836,0.4610152004089675,0.25426829064278894
Ġthe,служ,5,0.48111341947723646,0.6137858505057443,0.24673200393815325
Ġwork,смысл-част,2,0.5230983033824788,0.5230983033824788,0.5230983033824788
ĠIf,служ,2,0.3636617680484862,0.3636617680484862,0.3636617680484862
Ġthat,служ,3,0.42750825520804425,0.5023671648640087,0.37692080763109603
Ġyou,служ,3,0.5314925618554897,0.5745249705167579,0.5062345201434612
Ġwith,служ,4,0.532579775304896,0.6782068565342357,0.21847513487954437
t,подслово,2,0.5872493970622695,0.5872493970622695,0.5872493970622695
ĠYour,служ,2,0.3811699179461277,0.3811699179461277,0.3811699179461277
Ġor,служ,2,0.596745808737978,0.596745808737978,0.596745808737978
Ġhomework,смысл-редк,3,0.3545880667657786,0.4016096251641189,0.28451437242525324
s,подслово,2,0.6932039189474639,0.6932039189474639,0.6932039189474639
",",пункт,14,0.6229562141678281,0.9442252417270083,0.16731790449072315
Ġcan,служ,4,0.453253768732542,0.5403559321407132,0.3547072167779156
Ġin,служ,3,0.5152168914779411,0.5916118251770507,0.446193968778039
Ġthem,служ,2,0.4558686367011616,0.4558686367011616,0.4558686367011616
Ġany,служ,2,0.6076778404505482,0.6076778404505482,0.6076778404505482
âĢĻ,пункт,4,0.3610073867334875,0.42926458013504465,0.1563682877903657
Ċ,пункт,2,0.24287779876638235,0.24287779876638235,0.24287779876638235
Ġyour,служ,3,0.33657961425060656,0.3822729076872632,0.24972885150180235
Ġthey,служ,2,0.35819222815532575,0.35819222815532575,0.35819222815532575
Ġa,служ,2,0.4840444507807572,0.4840444507807572,0.4840444507807572
Ġask,смысл-част,2,0.2469753828938171,0.2469753828938171,0.2469753828938171
Ġthey,служ,3,0.5134298031010782,0.5171451515501914,0.5063771657167999
Ġhomework,смысл-редк,5,0.4075918872861638,0.5466921392123294,0.2688225771319053
Ġyour,служ,6,0.367231442900214,0.49939722566092876,0.21127287080143722
Ġthe,служ,7,0.7181160946085973,1.2460583590430707,0.3567103562109545
Ġable,смысл-част,2,0.5359644681610225,0.5359644681610225,0.5359644681610225
Ġthem,служ,5,0.3684133577515622,0.4673184795349405,0.26054506994532134
Ċ,пункт,5,0.45458284667527427,0.5565940603568491,0.2818696705826989
.,пункт,12,0.7689560189752274,1.3619736757852805,0.0689341490134696
Ġto,служ,7,0.5838743453821738,0.7925230038387784,0.35980317592851335
Ġor,служ,3,0.5852443636034443,0.6746184679947554,0.42576772043301
Ġmay,служ,3,0.5458454349195963,0.6285387980832238,0.46754800165349103
Ġwork,смысл-част,4,0.557311966186152,0.6413099176861241,0.4837690982667417
Ġbefore,служ,2,0.6836406892993074,0.6836406892993074,0.6836406892993074
Ġand,служ,2,0.4849175607430286,0.4849175607430286,0.4849175607430286
Ġcan,служ,2,0.5475827292739721,0.5475827292739721,0.5475827292739721
",",пункт,7,0.6815844527197058,0.9251953747206829,0.19220705493989165
âĢĻ,пункт,4,0.7797307747192923,1.1809424372892874,0.3711130524933459
Ġwith,служ,4,0.5471268568495854,0.6203132824004385,0.4524884205047369
Ġis,служ,2,0.21659515067493143,0.21659515067493143,0.21659515067493143
Ġyou,служ,4,0.4428772193792507,0.5673136845173218,0.34383337726829755
Ġthat,служ,2,0.4991984432701983,0.4991984432701983,0.4991984432701983
Ġsibling,смысл-част,7,0.3677296146011956,0.46718088330524904,0.22988424525517243
Ġanswers,смысл-редк,2,0.43483988727964995,0.43483988727964995,0.43483988727964995
Ġa,служ,3,0.5323126588159827,0.5702876275630886,0.4947691045364242
Ġunderstand,смысл-част,3,0.3495450469548887,0.3919072891659827,0.3208275148090423
Ġproblem,смысл-част,2,0.41080240598614093,0.41080240598614093,0.41080240598614093
Ġdoes,служ,2,0.6108976361331905,0.6108976361331905,0.6108976361331905
Ġhelp,смысл-част,2,0.49628004643369217,0.49628004643369217,0.49628004643369217
",",пункт,5,0.5999237145686077,0.8700573606418173,0.19275733869554554
Ġa,служ,6,0.6051055055519567,0.768043661889807,0.2918900346179573
Ġto,служ,8,0.5416326692798691,0.8074694564705253,0.11691260127601966
.,пункт,10,0.8885910848600779,1.3465757538084533,0.023660075954814255
Ġsibling,смысл-част,9,0.349770133036151,0.49389307386968795,0.24828762277972044
Ġmay,служ,2,0.4551229021718408,0.4551229021718408,0.4551229021718408
?âĢĿ,пункт,2,0.24201997182743765,0.24201997182743765,0.24201997182743765
Ġthey,служ,3,0.44143132964416604,0.5235668006431784,0.38260031184922866
Ġin,служ,2,0.45628704956620547,0.45628704956620547,0.45628704956620547
Ġunderstand,смысл-част,2,0.4875613272086487,0.4875613272086487,0.4875613272086487
Ġit,служ,3,0.5933694904788605,0.6955708694674344,0.5401315083750337
Ġyou,служ,5,0.501026925933356,0.6059887899810815,0.4176525745412654
Ġthe,служ,3,0.5173098786239518,0.5669751709433052,0.46783024231942444
Ġwork,смысл-част,2,0.4417839621989768,0.4417839621989768,0.4417839621989768
Ġschool,смысл-част,2,0.44103528913482254,0.44103528913482254,0.44103528913482254
Ġof,служ,3,0.45393197314597805,0.5122985853069859,0.34715635493399566
Ġproblem,смысл-част,2,0.4121583177524735,0.4121583177524735,0.4121583177524735
Ċ,пункт,6,0.42985464493839226,0.5894148110100661,0.18685861093966408
Ġyour,служ,6,0.29521716193643577,0.3492780083866181,0.23654479699694891
Ġout,служ,2,0.46240202484096,0.46240202484096,0.46240202484096
Ġthem,служ,3,0.457436723689678,0.48605256975444017,0.4149150890776905
Ġwith,служ,3,0.6576316204476044,0.7106981940116193,0.6250172289642512
Ġabout,служ,2,0.40314874183395244,0.40314874183395244,0.40314874183395244
Ġor,служ,3,0.48386758209732755,0.53348123208794,0.4233595028743291
s,подслово,2,0.38887685381376086,0.38887685381376086,0.38887685381376086
Ġhomework,смысл-редк,3,0.3853198459483739,0.43003979966685696,0.30710137087699046
Ġand,служ,2,0.542062256405094,0.542062256405094,0.542062256405094
Ġare,служ,2,0.5068875971183056,0.5068875971183056,0.5068875971183056
Ġcan,служ,2,0.4291979542451495,0.4291979542451495,0.4291979542451495
Ġon,служ,2,0.5588039485620906,0.5588039485620906,0.5588039485620906
Ġthemselves,смысл-част,2,0.3081909051992914,0.3081909051992914,0.3081909051992914
Ġarrived,смысл-редк,3,0.4764906839931458,0.5168146225900859,0.414710800327868
't,подслово,4,0.39648676013029843,0.5283451319562426,0.3002498356647869
.,пункт,10,0.773218424592256,1.4876339981546827,0.24597392475932678
",",пункт,15,0.7332390351507884,1.544150481926177,0.1580907344940917
Ġhappy,смысл-част,3,0.38525405251581585,0.4112587873779385,0.3650319980136423
Ġis,служ,2,0.40206602491675775,0.40206602491675775,0.40206602491675775
Ġwere,служ,3,0.2977608589585318,0.33760261114649975,0.23881407540211297
ĠThe,служ,3,0.2937935221335094,0.3252897724411044,0.26920501225140925
Ġthe,служ,8,0.8204882985877759,1.3598865700808473,0.06726620567087026
Ġwe,служ,2,0.6697087895059952,0.6697087895059952,0.6697087895059952
ĠI,служ,7,0.5079236628434275,0.7520408755393984,0.25871821652019356
Ġof,служ,3,0.5556561095827728,0.5906167917382453,0.48583366970435715
Ġfor,служ,3,0.5896191945248208,0.6496198091160869,0.47995064283215627
Ġladies,смысл-редк,2,0.4174633656624786,0.4174633656624786,0.4174633656624786
Ġhour,смысл-част,2,0.3451449807845966,0.3451449807845966,0.3451449807845966
Ġbut,служ,2,0.6148624517963341,0.6148624517963341,0.6148624517963341
Ġto,служ,5,0.5852817588120587,0.6823097367618334,0.49597650776123375
Ġa,служ,3,0.4862125839396411,0.5211535705070875,0.45551234701055804
Ġfrom,служ,2,0.4632847292352583,0.4632847292352583,0.4632847292352583
Ġwas,служ,5,0.5528450481585603,0.6523073459471788,0.48018746712019184
Ġand,служ,3,1.0894579041306915,1.386101441934718,0.5070355874190657
Ġyou,служ,2,0.3812678041806768,0.3812678041806768,0.3812678041806768
Ġdifferent,смысл-част,2,0.4814552474874901,0.4814552474874901,0.4814552474874901
Ġhave,служ,2,0.5889770179052185,0.5889770179052185,0.5889770179052185
",",пункт,15,0.6191093229674405,1.5116319012913988,0.27306664657777113
ĠI,служ,4,0.503275209620778,0.7472461124894842,0.2841173123665646
Ġhour,смысл-част,3,0.46523328043776,0.584516135603432,0.2604105281174228
.,пункт,10,0.7487554123912875,1.4702136132522532,0.051794998887171255
Ġmade,смысл-част,2,0.4923872301236858,0.4923872301236858,0.4923872301236858
Ġto,служ,7,0.520089479177522,0.677959556311767,0.25378673674703933
Ġarrived,смысл-редк,3,0.44596768255260577,0.49477188660331484,0.4025456962031453
Ġcan,служ,2,0.7412642804293053,0.7412642804293053,0.7412642804293053
Ġthe,служ,10,0.7371406164369779,1.3554642442776788,0.07419136123190868
Ġof,служ,7,0.6948417231511521,1.3222112323913249,0.3875210959773904
't,подслово,2,0.3073987213519254,0.3073987213519254,0.3073987213519254
Ġthey,служ,3,0.444651683229375,0.5524686316304901,0.35231373836779906
Ġand,служ,5,0.5181985803213481,0.6657787942531305,0.39538609222531224
Ġsaid,смысл-част,3,0.5441838266766421,0.6061086417050041,0.49390205651791924
Ġshe,служ,2,0.5243296172654885,0.5243296172654885,0.5243296172654885
Ġwait,смысл-част,2,0.797012678798696,0.797012678798696,0.797012678798696
Ġwas,служ,5,0.48622804669560066,0.5896472092214937,0.4335424519810798
Ġit,служ,2,0.3909355031820943,0.3909355031820943,0.3909355031820943
Ġwere,служ,2,0.5242265915099674,0.5242265915099674,0.5242265915099674
Ġwomen,смысл-част,2,0.4876385953941143,0.4876385953941143,0.4876385953941143
Ġis,служ,2,0.36886416183075854,0.36886416183075854,0.36886416183075854
Ġhow,служ,2,0.8223480727704455,0.8223480727704455,0.8223480727704455
Ġout,служ,2,0.28764872353948184,0.28764872353948184,0.28764872353948184
Ġyou,служ,2,0.524515218157081,0.524515218157081,0.524515218157081
Ġmy,служ,2,0.5371858910941041,0.5371858910941041,0.5371858910941041
Ġwe,служ,2,0.6654389485138777,0.6654389485138777,0.6654389485138777
Ġbut,служ,2,0.6482468977623941,0.6482468977623941,0.6482468977623941
Ġa,служ,2,0.319003750971385,0.319003750971385,0.319003750971385
Ġhappy,смысл-част,2,0.3118932905397121,0.3118932905397121,0.3118932905397121
