токен,класс,k,размах,диаметр,мин. пара
Ġin,служ,3,0.5482488572176957,0.5654953982253922,0.5307880619455883
Ġsaid,смысл-част,4,0.45246050155368317,0.5228884881833623,0.3827361665830861
Ġstate,смысл-част,2,0.5421017293281122,0.5421017293281122,0.5421017293281122
Ġof,служ,5,0.49541813540600954,0.6076525068287774,0.3544340689925218
Ġby,служ,4,0.5052447628583178,0.6179050795047241,0.3624513356292933
Ġan,служ,2,0.38541314953884365,0.38541314953884365,0.38541314953884365
Ġrefugee,смысл-редк,2,0.4818059020989043,0.4818059020989043,0.4818059020989043
Ġon,служ,3,0.6407555396948198,0.649679720785018,0.6255810277236403
Ġhe,служ,3,0.46915368350937653,0.5485085331152261,0.4066199828400557
Ġwith,служ,2,0.6077265528201821,0.6077265528201821,0.6077265528201821
Ġabout,служ,2,0.45406881841582547,0.45406881841582547,0.45406881841582547
ĠB,смысл-част,2,0.36034906590371324,0.36034906590371324,0.36034906590371324
ĠOpposition,смысл-редк,2,0.6127635306694559,0.6127635306694559,0.6127635306694559
Ġhave,служ,2,0.46469401510017766,0.46469401510017766,0.46469401510017766
ĠIraqi,смысл-редк,2,0.28702139337818144,0.28702139337818144,0.28702139337818144
Ġchallenged,смысл-редк,2,0.5888322108894657,0.5888322108894657,0.5888322108894657
Ġrefugees,смысл-редк,3,0.4221016737862992,0.5105090456479415,0.3458710243770711
Ġcalled,смысл-част,2,0.43966822821886625,0.43966822821886625,0.43966822821886625
".""",пункт,2,0.3852355851744867,0.3852355851744867,0.3852355851744867
Ġhe,служ,4,0.39042741555165295,0.4481911673082882,0.19824955928510993
Ġwith,служ,4,0.5797116224136756,0.6706578638765255,0.4717278944828067
Ġa,служ,2,0.4012221951850257,0.4012221951850257,0.4012221951850257
Ġabout,служ,3,0.5905995256931504,0.6730408612530365,0.44991155446349806
",",пункт,5,0.7138759450325709,1.0877280958970763,0.4092391656925548
Ġon,служ,2,0.6198534698065632,0.6198534698065632,0.6198534698065632
ĠOpposition,смысл-редк,2,0.6071533243878606,0.6071533243878606,0.6071533243878606
.,пункт,5,0.478186133548391,0.5527881381658013,0.3588434460168277
Ġof,служ,3,0.5127910428750642,0.5563999248609341,0.437708677107311
Ġmost,служ,2,0.5771828079698776,0.5771828079698776,0.5771828079698776
Ġthe,служ,9,0.7645424596146843,1.331220547936244,0.057944313832568074
Ġrefugees,смысл-редк,5,0.36508240966145045,0.4634284197237532,0.2555357989434751
Ġto,служ,10,0.928948100341997,1.4279974662499926,0.09253337030106387
ĠEast,смысл-редк,2,0.2782917552953817,0.2782917552953817,0.2782917552953817
ĠThe,служ,3,0.4151344601435535,0.4531785683013204,0.34594000715125883
ĠSyrian,смысл-редк,2,0.4300349820477013,0.4300349820477013,0.4300349820477013
Ġits,служ,2,0.3837395122452213,0.3837395122452213,0.3837395122452213
Ġwould,служ,2,0.40363658751742254,0.40363658751742254,0.40363658751742254
Ġfor,служ,3,0.5452648010047335,0.5860629595512046,0.5089938474978924
Ġstate,смысл-част,2,0.5914534832817083,0.5914534832817083,0.5914534832817083
ĠMr,смысл-част,3,0.5856110108554552,0.6607986398661634,0.5363228867404636
ĠAustralia,смысл-редк,2,0.41345159292307204,0.41345159292307204,0.41345159292307204
Ġthat,служ,2,0.3314432676589035,0.3314432676589035,0.3314432676589035
Ġbe,служ,2,0.4026573909725537,0.4026573909725537,0.4026573909725537
Ġsaid,смысл-част,4,0.5152349544469498,0.6078976090359983,0.4094337744933597
ĠB,смысл-част,3,0.3102747417286775,0.35704986075863665,0.24625038398224658
ĠB,смысл-част,3,0.3081462027580585,0.3546004362942262,0.24456106329853314
aird,подслово,2,0.32154713095617254,0.32154713095617254,0.32154713095617254
ĠMiddle,смысл-редк,2,0.39310756662498436,0.39310756662498436,0.39310756662498436
Ġdo,служ,2,0.43097100358997364,0.43097100358997364,0.43097100358997364
Ġbe,служ,3,0.36278787323574163,0.3998950908777483,0.31425004602973616
Ġon,служ,3,0.653099646823509,0.7778741811350892,0.506721229173649
Ġhe,служ,2,0.4784290757779976,0.4784290757779976,0.4784290757779976
"Ġ""",пункт,5,0.4620715820313258,0.5950846480858806,0.23571641469899074
Ġsaid,смысл-част,5,0.46094947572694633,0.5778833375833742,0.333019533289245
m,подслово,2,0.39841838327319934,0.39841838327319934,0.39841838327319934
Ġcould,служ,2,0.5460898776320809,0.5460898776320809,0.5460898776320809
Ġmore,служ,2,0.5030501604447091,0.5030501604447091,0.5030501604447091
Ġof,служ,3,0.5001644842795449,0.5979586584923747,0.3487798010162429
ĠAustralia,смысл-редк,2,0.18085266141316864,0.18085266141316864,0.18085266141316864
ĠUN,смысл-редк,2,0.5069960386869844,0.5069960386869844,0.5069960386869844
Ġto,служ,6,0.8465790633877374,1.4126409080428708,0.485273154692733
Ġwas,служ,2,0.5376134947897702,0.5376134947897702,0.5376134947897702
Ġby,служ,2,0.36789926404200834,0.36789926404200834,0.36789926404200834
Ġthat,служ,2,0.3858029425209209,0.3858029425209209,0.3858029425209209
",",пункт,6,0.6832319599601107,1.091422152776508,0.40412128857217317
Ġfor,служ,6,0.5275561800538866,0.6427950211650815,0.3562987837436251
Ġand,служ,2,0.6891246633783622,0.6891246633783622,0.6891246633783622
Ġa,служ,2,0.5453494296553908,0.5453494296553908,0.5453494296553908
Ġcalled,смысл-част,2,0.43265422420375654,0.43265422420375654,0.43265422420375654
",""",пункт,2,0.3265415499145802,0.3265415499145802,0.3265415499145802
Ġwould,служ,3,0.4127449779739768,0.45576916188793015,0.37566879215537
Ġstate,смысл-част,2,0.5334536090818329,0.5334536090818329,0.5334536090818329
ĠMr,смысл-част,2,0.5558717871798551,0.5558717871798551,0.5558717871798551
Ġwith,служ,2,0.5980315232319908,0.5980315232319908,0.5980315232319908
Ċ,пункт,17,0.35323354055093714,0.7488575947420661,0.14522496313633582
Ġto,служ,6,0.6941729486001645,0.9312094013777275,0.396426873451184
Ġscenarios,смысл-редк,2,0.3571843193380912,0.3571843193380912,0.3571843193380912
.,пункт,11,0.4389769146472359,0.6219344188943476,0.15972089373368972
  ,пункт,3,0.3062337411713429,0.3792410247081022,0.1642953146496696
contrast,подслово,2,0.3607767736769258,0.3607767736769258,0.3607767736769258
Ġused,смысл-част,3,0.6596289176886514,0.7324405298837076,0.526626487619549
Ġare,служ,2,0.3708455894208789,0.3708455894208789,0.3708455894208789
Ġthe,служ,8,0.8410564646117917,1.337798310032999,0.11880497899438183
Ġof,служ,5,0.4948907179360062,0.6023827571132652,0.34137192138609135
actic,подслово,2,0.1838960763460762,0.1838960763460762,0.1838960763460762
ĠThis,служ,2,0.4240663586009677,0.4240663586009677,0.4240663586009677
Ġmachine,смысл-част,2,0.22857128453158557,0.22857128453158557,0.22857128453158557
Ġinput,смысл-редк,2,0.5379817171046215,0.5379817171046215,0.5379817171046215
with,подслово,2,0.39178636626060004,0.39178636626060004,0.39178636626060004
Ġfor,служ,2,0.5284826767801636,0.5284826767801636,0.5284826767801636
Ġthat,служ,2,0.42984421702997855,0.42984421702997855,0.42984421702997855
Ġas,служ,3,0.4636959700645176,0.47673751215715954,0.4507212740597889
based,подслово,2,0.23510077661377937,0.23510077661377937,0.23510077661377937
Ġclassification,смысл-редк,2,0.4787415679916593,0.4787415679916593,0.4787415679916593
",",пункт,3,0.4494352554229391,0.5263736796141935,0.31448374171290283
Ġplane,смысл-редк,3,0.379800654893343,0.4282376318517667,0.3403435573382301
ĠUN,смысл-редк,2,0.5758031862882047,0.5758031862882047,0.5758031862882047
Ġstar,смысл-част,2,0.32514326810474103,0.32514326810474103,0.32514326810474103
Ġstructures,смысл-редк,2,0.5648177442546086,0.5648177442546086,0.5648177442546086
Ġpixels,смысл-редк,3,0.3774027316697128,0.3849917019332746,0.3724318307920884
Ġin,служ,2,0.659683735830659,0.659683735830659,0.659683735830659
ĠWe,служ,2,0.3117448544898087,0.3117448544898087,0.3117448544898087
et,подслово,2,0.2532910500208445,0.2532910500208445,0.2532910500208445
Ġsupervised,смысл-редк,2,0.20103379974318877,0.20103379974318877,0.20103379974318877
Ġstudy,смысл-част,2,0.6677055600717252,0.6677055600717252,0.6677055600717252
Ġmethod,смысл-част,2,0.359855361684953,0.359855361684953,0.359855361684953
Ċ,пункт,11,0.4092829532606021,0.8259460166726272,0.16053256650189737
Ġa,служ,2,0.5358036883809492,0.5358036883809492,0.5358036883809492
Ġlow,смысл-част,2,0.3802954347800661,0.3802954347800661,0.3802954347800661
Ġstructures,смысл-редк,3,0.48360878611627706,0.577545154117078,0.30479822690793495
Ġthe,служ,7,0.7494792475060024,1.2737185372519135,0.3786903969950393
-,пункт,7,0.7561174039047851,1.2054225485413053,0.03602837846837607
",",пункт,6,0.40887610624520454,0.5784041273879899,0.281216814847113
Ġfilaments,смысл-редк,2,0.38720915302250325,0.38720915302250325,0.38720915302250325
Ġcan,служ,2,0.18790465919447752,0.18790465919447752,0.18790465919447752
Ġwe,служ,2,0.4334823596184771,0.4334823596184771,0.4334823596184771
Ġwere,служ,2,0.5112593005574589,0.5112593005574589,0.5112593005574589
structures,подслово,2,0.2632033608434144,0.2632033608434144,0.2632033608434144
Ġstar,смысл-част,2,0.3272531980256947,0.3272531980256947,0.3272531980256947
et,подслово,2,0.2549347142684973,0.2549347142684973,0.2549347142684973
Ġand,служ,4,0.5507468744086238,0.6146904773230151,0.47540560491009454
ary,подслово,3,0.229132908072667,0.2603664309336767,0.19453732200423113
Ġthese,служ,2,0.2602147301827127,0.2602147301827127,0.2602147301827127
Ġin,служ,2,0.6537531769569157,0.6537531769569157,0.6537531769569157
Ġthat,служ,4,0.38319111627332675,0.550422400514502,0.23965429389354675
Ġto,служ,3,0.6657509899125262,0.815266779600241,0.3989993791857801
Ġof,служ,4,0.5287583566539902,0.5890822659430576,0.39354278874832627
ĠThis,служ,2,0.42681822335184366,0.42681822335184366,0.42681822335184366
ĠThe,служ,2,0.31177471638124576,0.31177471638124576,0.31177471638124576
Ġdata,смысл-част,2,0.4941562828804459,0.4941562828804459,0.4941562828804459
Ġclassification,смысл-редк,2,0.4818482328308171,0.4818482328308171,0.4818482328308171
Ġplane,смысл-редк,2,0.28482557743463705,0.28482557743463705,0.28482557743463705
Ġare,служ,2,0.44703153845056864,0.44703153845056864,0.44703153845056864
Ġpixels,смысл-редк,2,0.37484862714123085,0.37484862714123085,0.37484862714123085
Ġwhich,служ,2,0.7129593467004887,0.7129593467004887,0.7129593467004887
Ġas,служ,3,0.47240853562124,0.5081177695132413,0.42927666513630913
Ġtraining,смысл-част,2,0.6862672437143852,0.6862672437143852,0.6862672437143852
),пункт,2,0.3690747683631727,0.3690747683631727,0.3690747683631727
Ġplane,смысл-редк,4,0.36072971466576176,0.43000018374720467,0.2841539295458522
Ġcan,служ,2,0.18746156075936676,0.18746156075936676,0.18746156075936676
Ġfilament,смысл-редк,2,0.255895709667129,0.255895709667129,0.255895709667129
-,пункт,3,0.9285162245155084,1.1554142803985763,0.4775845601892548
Ċ,пункт,18,0.39360635908367914,0.82119437394769,0.14901147508649668
Ġas,служ,3,0.46560446233646036,0.47869968115675327,0.45257636473099655
Ġimages,смысл-редк,2,0.47345149041504603,0.47345149041504603,0.47345149041504603
.,пункт,11,0.7466341028280719,1.395081119690591,0.13869290867501713
Ġto,служ,3,0.6757278773396145,0.8105382038505541,0.45179987376595476
ĠUN,смысл-редк,3,0.4881393698587398,0.6516834551663536,0.23456156197165037
Ġallows,смысл-редк,2,0.3533117878636078,0.3533117878636078,0.3533117878636078
Ġthese,служ,2,0.2596011171928539,0.2596011171928539,0.2596011171928539
Ġfilaments,смысл-редк,3,0.47623949133182236,0.5186692102615172,0.4112231922744997
Ġinput,смысл-редк,2,0.5401959566404919,0.5401959566404919,0.5401959566404919
ĠWe,служ,2,0.31302794229738423,0.31302794229738423,0.31302794229738423
",",пункт,2,0.32684408837616524,0.32684408837616524,0.32684408837616524
Ġplus,смысл-редк,2,0.35755656412944486,0.35755656412944486,0.35755656412944486
Ġfor,служ,2,0.5279546263390923,0.5279546263390923,0.5279546263390923
  ,пункт,3,0.3598463765807319,0.46376256760489326,0.23906756431963747
Ġand,служ,2,0.48124308369565405,0.48124308369565405,0.48124308369565405
Ġof,служ,4,0.48991465381162025,0.5876931496150761,0.33473884332620574
Ġstructures,смысл-редк,2,0.2899869881176434,0.2899869881176434,0.2899869881176434
Ġ(,пункт,2,0.354736831415696,0.354736831415696,0.354736831415696
Ġthe,служ,8,0.8440463462975045,1.3433044560876235,0.017908035957497553
Ġpixels,смысл-редк,2,0.37396469567938356,0.37396469567938356,0.37396469567938356
Ġare,служ,2,0.4058644353717207,0.4058644353717207,0.4058644353717207
Ġthat,служ,2,0.7147332506349136,0.7147332506349136,0.7147332506349136
Ġin,служ,2,0.702025802592865,0.702025802592865,0.702025802592865
Ġwere,служ,2,0.5100536987539489,0.5100536987539489,0.5100536987539489
We,подслово,3,0.2815037520112022,0.33213138615506466,0.22594221104664583
Ġthreshold,смысл-редк,2,0.617786712989963,0.617786712989963,0.617786712989963
ĠThis,служ,2,0.42581174225842805,0.42581174225842805,0.42581174225842805
Ġa,служ,2,0.5794420699781847,0.5794420699781847,0.5794420699781847
angu,подслово,2,0.35307170373317004,0.35307170373317004,0.35307170373317004
Ġin,служ,2,0.4392157769290407,0.4392157769290407,0.4392157769290407
:,пункт,3,1.069347122030962,1.3292967115859877,0.6109468010837281
ĠCD,смысл-редк,2,0.7795244340670249,0.7795244340670249,0.7795244340670249
G,подслово,2,0.2731893377813608,0.2731893377813608,0.2731893377813608
Ġinvestment,смысл-редк,2,0.1976661264868799,0.1976661264868799,0.1976661264868799
$,пункт,3,0.20945471607368787,0.27290509334978175,0.10044115428886553
Ġa,служ,5,0.3647187660305911,0.4166824446066384,0.26440635843629134
13,пункт,3,0.4330105852094856,0.5605943130450117,0.2525113644948116
SM,подслово,2,0.25520944421162506,0.25520944421162506,0.25520944421162506
ĠV,смысл-част,4,0.4879273860493626,0.577407335419927,0.24780942157902663
Ġstarted,смысл-част,2,0.5826277921374916,0.5826277921374916,0.5826277921374916
Ġof,служ,3,0.544962631886403,0.5990782211254122,0.5133813810569162
  ,пункт,14,0.5166100460853525,0.8947392399890952,0.12113657953194341
Ġaccount,смысл-част,3,0.37543804451553214,0.3917140507337949,0.3620017145849571
Ġinto,служ,2,0.5385307636861648,0.5385307636861648,0.5385307636861648
Ġthe,служ,8,0.684270639879047,1.2783896111636772,0.37348297471164105
Ġis,служ,2,0.35351918501381324,0.35351918501381324,0.35351918501381324
ĠMarket,смысл-редк,3,0.5757821540795471,0.6591360408313552,0.5329381745467848
"Ġ""",пункт,4,0.3559387735539164,0.43323527067745077,0.2835442878324501
Ġ(,пункт,2,0.17140362417177513,0.17140362417177513,0.17140362417177513
):,пункт,2,0.17938338421919223,0.17938338421919223,0.17938338421919223
Ġ$,пункт,2,0.3362159285824213,0.3362159285824213,0.3362159285824213
"""",пункт,3,0.405326780643347,0.4435245952755802,0.3372762127410814
ĠMoney,смысл-редк,3,0.5305673527198864,0.637488104551967,0.3830812087612517
Ġhave,служ,2,0.4900848276387025,0.4900848276387025,0.4900848276387025
Ġyou,служ,2,0.30716435477249526,0.30716435477249526,0.30716435477249526
ĠThe,служ,2,0.5751404490513005,0.5751404490513005,0.5751404490513005
Ġworth,смысл-част,2,0.24366375188679465,0.24366375188679465,0.24366375188679465
Ġif,служ,2,0.5807229613101583,0.5807229613101583,0.5807229613101583
ĠBank,смысл-редк,2,0.6697663128247867,0.6697663128247867,0.6697663128247867
  ,пункт,11,0.5638159574510891,0.9735544474572493,0.17788140469292255
Ġinvestment,смысл-редк,2,0.23014899877008008,0.23014899877008008,0.23014899877008008
ĠMoney,смысл-редк,4,0.4610178956629235,0.6158716280045755,0.22589754840058268
Ġas,служ,2,0.6380985452385615,0.6380985452385615,0.6380985452385615
Ġmy,служ,2,0.4611053587971765,0.4611053587971765,0.4611053587971765
Ġmutual,смысл-редк,2,0.43748536738681604,0.43748536738681604,0.43748536738681604
