условие,текст,длина,тип,масштаб
исходный,0,9.87158445726002,повтор токена,33.25303157948616
исходный,0,9.30606056044254,повтор токена,33.25303157948616
исходный,0,13.431011538454468,повтор токена,33.25303157948616
исходный,0,12.282872164775057,повтор токена,33.25303157948616
исходный,0,30.16511927079764,прочее,33.25303157948616
исходный,0,27.365763682081003,два смысловых,33.25303157948616
исходный,0,24.213719748218903,прочее,33.25303157948616
исходный,0,24.273027464687782,прочее,33.25303157948616
исходный,0,24.551282622404216,прочее,33.25303157948616
исходный,0,26.907829015176027,служ./пункт.,33.25303157948616
исходный,0,26.797605816044378,служ./пункт.,33.25303157948616
