mode,q,d_hat,d_se,slope,intercept,r2,resid_rmse,resid_max,slope_se,n_points,n_min,n_max,genre,text_idx
q_large,0.65,4.354833679994755,0.3340657861140906,0.7703701051560701,2.86638275926677,0.9973925559995709,0.020124636780396925,0.028208178350948465,0.017615251688883282,7,41,201,xsum,1
q_large,0.7,3.9971424815664065,0.26964684116833226,0.7498212774221352,2.7492791307104034,0.9974733334264559,0.01928125402109945,0.027350640218323008,0.016877032175298755,7,41,201,xsum,1
q_large,0.75,3.74878642571996,0.19849324809042912,0.7332470067808815,2.5741575139166457,0.9981482040981539,0.01613628437670918,0.022961474037508367,0.014124215692479247,7,41,201,xsum,1
q_large,0.8,3.6670371908168575,0.1321262668797648,0.7273002841355849,2.296846999780514,0.9990882759242309,0.011225294231567958,0.016006143055159683,0.009825587677858166,7,41,201,xsum,1
q_large,0.85,3.8140766490344626,0.09312527628804547,0.7378133446130006,1.8629903144996856,0.9996237374145889,0.007313545019689157,0.012640661664576669,0.006401603053293087,7,41,201,xsum,1
q_large,0.9,4.304755725033929,0.2140774609534943,0.7676987815627754,1.197981532853519,0.9988690466321787,0.013198151782470512,0.024729226868057452,0.011552445294454459,7,41,201,xsum,1
q_small,0.0,9.957951377573542,0.5997769744217908,0.8995777382231334,3.630208210434639,0.9997740075035392,0.0069101740171854725,0.009715817364608803,0.00604852926564486,7,41,201,xsum,1
q_small,0.05,10.16993157755695,0.5971093592313459,0.9016709215422054,3.6005103114041823,0.9997950629422797,0.006595641080651554,0.009502724872746171,0.005773216130707413,7,41,201,xsum,1
q_small,0.1,10.669874360078415,0.6836701671280868,0.906278184142306,3.5501911488468365,0.999780513578985,0.006860680836399316,0.009821125479610338,0.006005207498104649,7,41,201,xsum,1
q_small,0.15,11.645471098674438,0.8636062527838085,0.9141297083195006,3.4782982765616657,0.9997574215018067,0.007275131575394464,0.010350960221322758,0.006367979465604437,7,41,201,xsum,1
q_small,0.2,13.038114988921919,1.0379041046497475,0.9233017962451114,3.3934049123834105,0.9997814036384713,0.006975363002357885,0.01019474992149938,0.006105589693303037,7,41,201,xsum,1
q_small,0.25,14.713000838203083,1.131841035592613,0.9320328999503998,3.303532443086844,0.9998426723633193,0.005973407102509034,0.008953969777943271,0.005228569871797919,7,41,201,xsum,1
