текст,условие,проекция,"доля > 0, %"
16,все слова разные [случайная ось],-0.0032149099250386496,51.78571428571429
16,чужие хапаксы,0.17917542243138784,100.0
16,чужие хапаксы [случайная ось],-0.002110309043049685,46.93877551020408
16,хапаксы одного домена,0.24058356841658993,100.0
16,хапаксы одного домена [случайная ось],-0.007800052243667565,34.54545454545455
16,20 чужих хапаксов,0.07316734151512333,96.0
16,20 чужих хапаксов [случайная ось],-0.002779186206484922,40.0
16,маркер каждые 3,-0.001887854783248825,46.06741573033708
16,маркер каждые 3 [случайная ось],0.02175536546219682,86.51685393258427
16,без пунктуации,0.10266262064425057,100.0
16,без пунктуации [случайная ось],0.003692896206684191,61.53846153846154
16,без служебных,0.14651021490709773,100.0
