текст,условие,зерно,типов k>=2,радиус по типам,радиус по токенам,"до ближайшего, прочие",прочие: доля на оси,прочие: смещение,экземпляров маркера,"доля выборки, %",радиус маркера,радиус прочих,"до ближайшего, маркер",до ближайшего центра,зазор маркера,"коротких рёбер маркерных, %",маркер: доля на оси,маркер: смещение
16,исходный,2,25,0.31229728251217376,0.39735167707808366,0.5950959928335947,0.024378014728426933,0.5024621171173693,,,,,,,,,,
16,маркер каждые 3,0,21,0.35031207557948224,0.35704468967808434,0.6385843073443382,0.05460268259048462,0.63379981207513,48.0,23.88059701492537,0.3275155606674254,0.3514519013250851,0.3453807958860442,0.8107889164061265,0.9180489304293494,82.5,0.0215009693056345,0.7722243285360503
16,маркер каждые 3,1,22,0.35314617894785066,0.3640280463680358,0.6360608173737656,0.055602140724658966,0.6297853228538827,46.0,22.885572139303484,0.34138989599382763,0.35370600194566126,0.35910265201906066,0.8313379746499515,0.8276967641453312,75.0,0.019714539870619774,0.7686727358175308
16,маркер каждые 3,2,23,0.3452467040476992,0.37154257094547716,0.6311722393671766,0.05447905510663986,0.6342935961901658,46.0,22.885572139303484,0.33307481527880506,0.34579997171901256,0.34594452874358667,0.8076602574235102,0.8143278770046113,75.0,0.019280871376395226,0.767027561773843
17,исходный,0,33,0.2645764770906727,0.2931830557261173,0.5062604938394869,0.014947580173611641,0.4560265585776572,,,,,,,,,,
17,исходный,1,30,0.2525378386607694,0.2942268749880259,0.5433237004359689,0.016615446656942368,0.46640292619959944,,,,,,,,,,
17,исходный,2,36,0.2664622924231465,0.29230908095651076,0.5329840477374654,0.015914302319288254,0.45979696225699285,,,,,,,,,,
17,маркер каждые 3,0,29,0.298972938846576,0.32556087624210706,0.5941549701833587,0.06404918432235718,0.6307654295217535,47.0,23.383084577114428,0.3292718503386636,0.2978908348647157,0.34909584185201814,0.714944840442422,0.89943698242889,75.0,0.0060454681515693665,0.7263729785639718
17,маркер каждые 3,1,23,0.2945791728726616,0.3235834403505133,0.5892613163189865,0.06133737042546272,0.6140217817266949,45.0,22.388059701492537,0.33370610354824154,0.29280067602377163,0.34831992268068157,0.7854339775736776,0.8389739379317421,62.5,0.006772972643375397,0.7335360528699987
17,маркер каждые 3,2,22,0.30730998774226664,0.3255854806941542,0.6120021716766613,0.05913542956113815,0.6189079693778002,48.0,23.88059701492537,0.32772007442622125,0.30633807885255454,0.35203096217431656,0.7977291847955952,0.826610530075233,70.0,0.006183365825563669,0.7235164221094009
