текст,условие,"радиус, абс","каркас: парная, абс","каркас: ребро MST, абс","каркас: до ближайшего, абс","облако: парная, абс",r / ребро каркаса,норма вектора
41,эхо x4,5.559449354807536,32.33293622674118,25.91400665101826,25.374660182518525,32.93274802246361,0.21458803533892876,37.4132334391276
41,чужие хапаксы,8.124555428822836,27.56417368984452,21.095029183694166,20.877478826870046,28.911173061220726,0.38511078663633397,38.29104359944662
41,без пунктуации,8.40008815129598,27.70268876173625,21.64990683304161,21.427888403437823,28.54424125135942,0.38792883445892573,37.941650390625
42,исходный,8.128882249196371,30.196161943016183,23.17684134096078,22.72128092761953,31.488780326032455,0.3507059460939807,37.737770080566406
42,перемешивание,9.201188723246256,30.082792284634277,23.489235629385615,23.029564303811792,31.7275750704848,0.3916736705167993,37.49962615966797
42,эхо x4,5.697328408559163,33.39964376169964,26.24080927887016,25.742175073584775,33.87892703164337,0.21714524677228866,37.28364817301432
42,чужие хапаксы,8.122042020161947,28.726853030306557,22.068875323233375,21.75200774828562,30.28677323382415,0.3680222680012177,37.71485392252604
42,без пунктуации,8.48703702290853,27.65460534183803,21.59330848659295,21.298116924949458,28.770923094185807,0.39301223855953843,37.36606470743815
43,исходный,7.4945089022318525,31.555195994620345,23.87829375365945,23.42428487053577,32.70623786141605,0.3139448748485732,37.61648686726888
43,перемешивание,8.764243125915527,29.523250196881538,22.85024156317405,22.576705305915734,30.80473100403562,0.3835373179347779,37.33624013264974
43,эхо x4,5.611722946166992,33.32441150437584,26.4613684926575,26.059726040939125,33.958675871346685,0.21211518118934525,36.73646799723307
43,чужие хапаксы,7.644123395284017,29.584312603166907,22.342561420371354,21.990041427929558,30.889531482851094,0.34206110393083694,37.59939448038737
43,без пунктуации,7.545573075612386,29.376753046334613,22.544321801601512,22.15992481224966,29.962588490724116,0.33472047600736055,37.08045196533203
44,исходный,8.254801750183105,31.271564493259557,23.366105379644072,22.98501158070575,32.90710869599224,0.3532922272199935,38.209729512532554
44,перемешивание,8.909098943074545,27.908468920156412,21.545318508256145,21.171178425035517,30.153574578787538,0.4135295642463938,37.617777506510414
44,эхо x4,6.56213903427124,30.836056240821772,24.125743676665774,23.691529751188543,31.917805518166645,0.2720785957286003,37.39883677164713
44,чужие хапаксы,8.446133295694986,29.67522597642956,21.993733337705894,21.65560770654385,32.4426482650434,0.38412800803608943,38.223077138264976
44,без пунктуации,7.862308979034424,27.35855564410323,20.89755316914135,20.629747639965817,28.62595710273729,0.3763039438020322,37.45214080810547
45,исходный,8.465591430664062,31.44567685272195,23.94729994720906,23.319466553852436,32.78720182905712,0.3536049522681686,37.94728342692057
45,перемешивание,9.805614153544107,28.795180784159413,22.366856606145266,22.032040704350077,31.25818772816595,0.438397134368883,37.876458485921226
45,эхо x4,6.748141924540202,33.64340599680898,27.223821726210417,26.67943677356766,34.89654291844337,0.2479384527589594,37.75149408976237
45,чужие хапаксы,8.384142875671387,29.51366336721775,22.38253288069801,21.88105853563984,31.770760346606593,0.37456426629573913,37.831712086995445
45,без пунктуации,9.020431836446127,29.79599127440525,23.070314939537827,22.654888383204973,30.990626602450163,0.39099789887761266,37.64069747924805
46,исходный,9.938135464986166,32.920140138424195,24.9815419008336,24.57117481934839,33.60639491248009,0.3977909638013311,37.90760040283203
46,перемешивание,9.138141314188639,30.001992167153997,23.066447788974614,22.64520105079912,31.804770694468633,0.3961401913938518,37.66406377156576
46,эхо x4,5.530131498972575,35.07424369815664,27.368388308105,26.770384199722557,35.2746526300154,0.20202664376335508,37.63608932495117
46,чужие хапаксы,8.09645144144694,29.14207986010668,22.044365659908106,21.73390575527496,30.908779062666955,0.3671901980730186,37.743245442708336
46,без пунктуации,8.75539747873942,28.923527856589796,22.42296245916924,22.023659475601622,29.450321745864443,0.390471141115946,37.256980895996094
47,исходный,8.163128217061361,33.888174915100294,25.6018667788336,25.07364924453808,34.27026088051104,0.3189442309841658,37.905616760253906
47,перемешивание,9.027471224466959,31.328170999678605,24.1544570078392,23.78765189538606,32.53551879201368,0.3737617833604694,37.47675323486328
47,эхо x4,5.651001771291097,34.908901685877034,28.03372725656377,27.566649718429698,35.106085609554164,0.20158201816072188,37.20260747273763
47,чужие хапаксы,8.47554842631022,30.922468234900666,23.608428448624668,23.22902399952959,32.06242412414955,0.35903666846910326,37.58205540974935
47,без пунктуации,8.505381266276041,31.925548340580974,24.614333312815088,24.239500591503074,32.49996299778243,0.34553924911360306,37.65994008382162
48,исходный,8.64248021443685,29.80448682325182,22.7775245436795,22.35563178914178,30.739843832527367,0.3794390705922554,37.28792190551758
48,перемешивание,8.71158218383789,28.14018692434469,21.710094299335697,21.370312894516157,29.297814827092083,0.40125735624234027,37.05896759033203
48,эхо x4,5.798120657602946,33.04227841417511,25.92185382377939,25.565247269394757,33.73596223496278,0.22372540257469908,37.021382649739586
48,чужие хапаксы,7.919411023457845,27.919929341798916,21.38303472013112,21.03372534629543,29.139726085372825,0.3703884399591777,37.209635416666664
48,без пунктуации,7.845963319142659,27.703194384927546,21.71831764176258,21.42483128939949,28.472336847454574,0.3612492580740297,36.95363108317057
49,исходный,7.737476189931233,33.564762187487695,24.56059473720927,23.90790083775778,34.20709247902759,0.3150297246715366,37.573891957600914
49,перемешивание,7.939595858256022,30.74572310308403,22.538618974870644,22.03635690067968,32.440042607155966,0.35226069422028533,37.406070709228516
49,эхо x4,5.651583671569824,33.02189352390556,25.95366054278878,25.402634814901223,33.45108039140257,0.21778521770375217,36.74195988972982
49,чужие хапаксы,7.814013163248698,30.868634522993744,22.764069792104532,22.247381969250274,32.52833910162377,0.34323703064757627,37.643105824788414
49,без пунктуации,8.566492716471354,30.333372726379892,23.03749716730465,22.62601242851837,30.675337847549457,0.3718391957008162,36.9428596496582
