условие,текст,длина,тип,масштаб
перемешивание,44,0.7399556142917014,служ./пункт.,30.621376311032453
перемешивание,44,0.7092104081123006,служ./пункт.,30.621376311032453
перемешивание,44,0.5661983367987531,повтор токена,30.621376311032453
перемешивание,44,0.5766740528061597,повтор токена,30.621376311032453
перемешивание,44,0.49592368451666113,повтор токена,30.621376311032453
перемешивание,44,0.32623465861205964,повтор токена,30.621376311032453
перемешивание,44,0.3083286123246485,повтор токена,30.621376311032453
перемешивание,44,0.8589063804835085,служ./пункт.,30.621376311032453
перемешивание,44,0.31191376426639905,повтор токена,30.621376311032453
перемешивание,44,0.28292647451338226,повтор токена,30.621376311032453
перемешивание,44,0.43769781273137964,повтор токена,30.621376311032453
перемешивание,44,0.8233339997917561,прочее,30.621376311032453
перемешивание,44,0.4769991716374133,повтор токена,30.621376311032453
перемешивание,44,0.5815827039232568,повтор токена,30.621376311032453
перемешивание,44,0.38216035581823693,повтор токена,30.621376311032453
перемешивание,44,0.43860802209238603,повтор токена,30.621376311032453
перемешивание,44,0.6286404366070545,служ./пункт.,30.621376311032453
перемешивание,44,0.8024051081228151,служ./пункт.,30.621376311032453
перемешивание,44,0.5427304607274198,повтор токена,30.621376311032453
перемешивание,44,0.6447060950875387,служ./пункт.,30.621376311032453
перемешивание,44,0.8930180044804467,служ./пункт.,30.621376311032453
перемешивание,44,0.4387823503544555,повтор токена,30.621376311032453
перемешивание,44,0.37282485529929843,повтор токена,30.621376311032453
перемешивание,44,0.5385962860482842,повтор токена,30.621376311032453
перемешивание,44,0.8334192074463307,служ./пункт.,30.621376311032453
перемешивание,44,0.44083155537221086,повтор токена,30.621376311032453
перемешивание,44,0.6847733396634031,служ./пункт.,30.621376311032453
перемешивание,44,0.8019498292032519,служ./пункт.,30.621376311032453
перемешивание,44,0.6880173820909793,служ./пункт.,30.621376311032453
перемешивание,44,0.4666908531222704,повтор токена,30.621376311032453
перемешивание,44,0.6238779021478141,прочее,30.621376311032453
перемешивание,44,0.8089922447772561,прочее,30.621376311032453
перемешивание,44,0.7168668600704416,прочее,30.621376311032453
перемешивание,44,0.5556451720477166,повтор токена,30.621376311032453
перемешивание,44,0.6226677701194705,два смысловых,30.621376311032453
перемешивание,44,0.5877074571402328,два смысловых,30.621376311032453
перемешивание,44,0.6520517481777559,два смысловых,30.621376311032453
перемешивание,44,0.6986501979135915,два смысловых,30.621376311032453
перемешивание,44,0.6601288746754814,повтор токена,30.621376311032453
перемешивание,44,0.3687735547665019,повтор токена,30.621376311032453
перемешивание,44,0.7183752971195753,прочее,30.621376311032453
перемешивание,44,0.7291838911041713,два смысловых,30.621376311032453
перемешивание,44,0.7442856375944131,два смысловых,30.621376311032453
перемешивание,44,0.7564538059425285,прочее,30.621376311032453
перемешивание,44,0.35844700772107446,повтор токена,30.621376311032453
перемешивание,44,0.31832745006041946,повтор токена,30.621376311032453
перемешивание,44,0.7359096200391961,служ./пункт.,30.621376311032453
перемешивание,44,0.7077184637384499,прочее,30.621376311032453
перемешивание,44,0.7340427382051851,служ./пункт.,30.621376311032453
перемешивание,44,0.7648120144965427,служ./пункт.,30.621376311032453
перемешивание,44,0.9556286447151956,служ./пункт.,30.621376311032453
перемешивание,44,0.5508683109281265,повтор токена,30.621376311032453
перемешивание,44,0.39687749619873625,повтор токена,30.621376311032453
перемешивание,44,0.6788188555401236,служ./пункт.,30.621376311032453
перемешивание,44,0.825750362664253,служ./пункт.,30.621376311032453
перемешивание,44,0.5499565202694944,повтор токена,30.621376311032453
перемешивание,44,0.701392288647493,служ./пункт.,30.621376311032453
перемешивание,44,0.8071342285343572,два смысловых,30.621376311032453
перемешивание,44,0.8188758021508826,служ./пункт.,30.621376311032453
перемешивание,44,0.3940099378314615,повтор токена,30.621376311032453
перемешивание,44,0.7523770387401965,служ./пункт.,30.621376311032453
перемешивание,44,0.7470582608306915,прочее,30.621376311032453
перемешивание,44,0.697844398782069,повтор токена,30.621376311032453
перемешивание,44,0.3895532745503231,повтор токена,30.621376311032453
перемешивание,44,0.5381040085347024,повтор токена,30.621376311032453
перемешивание,44,0.6109572132455495,повтор токена,30.621376311032453
перемешивание,44,0.35474616930680175,повтор токена,30.621376311032453
перемешивание,44,0.38559599259085975,повтор токена,30.621376311032453
перемешивание,44,0.39381337276363676,повтор токена,30.621376311032453
перемешивание,44,0.7762730605116768,служ./пункт.,30.621376311032453
перемешивание,44,0.7442686705451456,служ./пункт.,30.621376311032453
перемешивание,44,0.5064110900369238,повтор токена,30.621376311032453
перемешивание,44,0.7475593374236881,прочее,30.621376311032453
перемешивание,44,0.40894191311908906,повтор токена,30.621376311032453
перемешивание,44,0.36134074713438447,повтор токена,30.621376311032453
перемешивание,44,0.6549363376355943,два смысловых,30.621376311032453
перемешивание,44,0.738877725119231,два смысловых,30.621376311032453
перемешивание,44,0.6419850426295429,два смысловых,30.621376311032453
перемешивание,44,0.533534592975776,повтор токена,30.621376311032453
перемешивание,44,0.278580426660697,повтор токена,30.621376311032453
перемешивание,44,0.8071335377719515,прочее,30.621376311032453
перемешивание,44,0.7814670876128277,прочее,30.621376311032453
перемешивание,44,0.40031468813363213,повтор токена,30.621376311032453
перемешивание,44,0.32792802918881453,повтор токена,30.621376311032453
перемешивание,44,0.5269242431768716,повтор токена,30.621376311032453
перемешивание,44,0.7879695044977665,служ./пункт.,30.621376311032453
перемешивание,44,0.7233533976257086,прочее,30.621376311032453
перемешивание,44,0.3436971464990594,повтор токена,30.621376311032453
перемешивание,44,0.38750985293760826,повтор токена,30.621376311032453
перемешивание,44,0.3696492029659329,повтор токена,30.621376311032453
перемешивание,44,0.38444371764246693,повтор токена,30.621376311032453
перемешивание,44,0.5214364564429412,повтор токена,30.621376311032453
перемешивание,44,0.5320324773038294,повтор токена,30.621376311032453
перемешивание,44,0.48510175580212006,повтор токена,30.621376311032453
перемешивание,44,0.775419025182621,прочее,30.621376311032453
перемешивание,44,0.5922138321421162,повтор токена,30.621376311032453
перемешивание,44,0.3466995465627991,повтор токена,30.621376311032453
перемешивание,44,0.6411542507915345,два смысловых,30.621376311032453
перемешивание,44,0.40884997441551113,повтор токена,30.621376311032453
перемешивание,44,0.3800052862778491,повтор токена,30.621376311032453
перемешивание,44,0.3731763451378305,повтор токена,30.621376311032453
перемешивание,44,0.6500986481945135,служ./пункт.,30.621376311032453
перемешивание,44,0.827334789486273,служ./пункт.,30.621376311032453
перемешивание,44,0.7288787289216456,служ./пункт.,30.621376311032453
перемешивание,44,0.6025687702642996,повтор токена,30.621376311032453
перемешивание,44,0.7004749279875985,два смысловых,30.621376311032453
перемешивание,44,0.7240394011128207,два смысловых,30.621376311032453
перемешивание,44,0.5114478747756085,повтор токена,30.621376311032453
перемешивание,44,0.6325615537778085,повтор токена,30.621376311032453
перемешивание,44,0.6607321131254439,служ./пункт.,30.621376311032453
перемешивание,44,0.6545222681335119,служ./пункт.,30.621376311032453
перемешивание,44,0.5871176989241611,служ./пункт.,30.621376311032453
перемешивание,44,0.41998442401873715,повтор токена,30.621376311032453
перемешивание,44,0.702285591819331,два смысловых,30.621376311032453
перемешивание,44,0.8167951032185057,служ./пункт.,30.621376311032453
перемешивание,44,0.38381363860004014,повтор токена,30.621376311032453
перемешивание,44,0.5401748004524507,повтор токена,30.621376311032453
перемешивание,44,0.8781627003238217,служ./пункт.,30.621376311032453
перемешивание,44,0.7905400766023971,служ./пункт.,30.621376311032453
перемешивание,44,0.3235990278293195,повтор токена,30.621376311032453
перемешивание,44,0.6727667846625112,два смысловых,30.621376311032453
перемешивание,44,0.6874517209042732,два смысловых,30.621376311032453
перемешивание,44,0.4723878931443154,повтор токена,30.621376311032453
перемешивание,44,0.4716173205170372,повтор токена,30.621376311032453
перемешивание,44,0.4956625454700941,повтор токена,30.621376311032453
перемешивание,44,0.6373965598484035,два смысловых,30.621376311032453
перемешивание,44,0.6977590146760925,два смысловых,30.621376311032453
перемешивание,44,0.7520489152221801,два смысловых,30.621376311032453
перемешивание,44,0.6827536841474365,прочее,30.621376311032453
перемешивание,44,0.6871943888454637,два смысловых,30.621376311032453
перемешивание,44,0.6552645609178217,два смысловых,30.621376311032453
перемешивание,44,0.706379633557073,два смысловых,30.621376311032453
перемешивание,44,0.4516030428790174,повтор токена,30.621376311032453
перемешивание,44,0.5642832081937529,повтор токена,30.621376311032453
перемешивание,44,0.520978733467277,два смысловых,30.621376311032453
перемешивание,44,0.4626833306161024,повтор токена,30.621376311032453
перемешивание,44,0.34082070715094576,повтор токена,30.621376311032453
перемешивание,44,0.4998437144117344,повтор токена,30.621376311032453
перемешивание,44,0.7019384003761482,прочее,30.621376311032453
перемешивание,44,0.8398399553411559,служ./пункт.,30.621376311032453
перемешивание,44,1.1825832377715744,сток,30.621376311032453
перемешивание,44,0.7122559982420316,два смысловых,30.621376311032453
перемешивание,44,0.6296634578278492,два смысловых,30.621376311032453
перемешивание,44,0.6841085900862062,два смысловых,30.621376311032453
перемешивание,44,0.7284065711627024,два смысловых,30.621376311032453
перемешивание,44,0.024576012668733722,сток,30.621376311032453
перемешивание,44,0.5931839355493597,два смысловых,30.621376311032453
перемешивание,44,0.6704058731953538,повтор токена,30.621376311032453
перемешивание,44,0.43774801908265915,повтор токена,30.621376311032453
перемешивание,44,0.7059269456843009,служ./пункт.,30.621376311032453
перемешивание,44,0.7108620535497701,два смысловых,30.621376311032453
перемешивание,44,0.26921017102414924,повтор токена,30.621376311032453
