текст,условие,"стоков, %",концентрация,доля на центре текста,направление без стоков,косинус со стоком,до стока,низкий PMI: косинус со стоком,низкий PMI: до стока,высокий PMI: косинус со стоком,высокий PMI: до стока,доля на общей оси
29,исходный,1.4925373134328357,0.3059838116168976,0.024881955236196518,0.0833049789071083,-0.049506135284900665,1.2351216671723058,-0.09395528584718704,1.2665049831242736,0.0005286354571580887,1.1769718008686318,0.014685806818306446
29,чужие хапаксы,0.9950248756218906,0.4302546977996826,0.03720896318554878,0.1799028068780899,-0.053802017122507095,1.2722668012191058,-0.027946297079324722,1.2460734904077537,-0.057004060596227646,1.269781265528053,0.08163487911224365
29,перемешивание,1.4925373134328357,0.564640998840332,0.0414641797542572,0.30500122904777527,-0.0031555958557873964,1.247953826020739,0.015825415030121803,1.2335383897039953,-0.017686545848846436,1.2532871981665017,0.28614410758018494
30,исходный,2.9850746268656714,0.3640022575855255,0.01835617423057556,0.11409829556941986,-0.02795080654323101,1.1491730731365,-0.07847213745117188,1.2021169327669423,-0.006073985248804092,1.100176248220743,0.026715820655226707
30,чужие хапаксы,2.9850746268656714,0.39663568139076233,0.022175878286361694,0.149608314037323,-0.04418482631444931,1.169511577370256,-0.036442600190639496,1.1625678060730797,-0.01485177781432867,1.1387075620094693,0.03622279688715935
30,перемешивание,1.9900497512437811,0.5909429788589478,0.05156661942601204,0.33623507618904114,-0.027921026572585106,1.2448402288922293,-0.0342613086104393,1.2349466523023493,-0.02907305210828781,1.2582790064505247,0.26184773445129395
31,исходный,1.9900497512437811,0.36336085200309753,0.04141523316502571,0.12303971499204636,-0.02443368174135685,1.2958085640870523,-0.038683246821165085,1.3080164890771457,0.0008962758001871407,1.2541702717968894,0.014136448502540588
31,чужие хапаксы,0.9950248756218906,0.42101916670799255,0.049113329499959946,0.17050416767597198,-0.015263157896697521,1.329189163061992,-0.001629247679375112,1.2967571064309806,0.0027558691799640656,1.327872135795629,0.0668666809797287
31,перемешивание,1.9900497512437811,0.5467219948768616,0.03601130098104477,0.28744256496429443,0.014816038310527802,1.2829524296523407,0.03247993811964989,1.2411715371116896,0.0013130350271239877,1.300768031360308,0.2599082291126251
32,исходный,1.4925373134328357,0.3648415803909302,0.03050178289413452,0.10283829271793365,-0.02624206617474556,1.1477980413600526,-0.06689538061618805,1.1841837023558794,0.005048298742622137,1.0834361798267214,0.009846913628280163
32,чужие хапаксы,0.4975124378109453,0.36070048809051514,0.022438909858465195,0.11891592293977737,-0.035888031125068665,1.1385344370990855,-0.040346257388591766,1.1545257250341447,-0.02260100655257702,1.0861419814386564,0.06060415878891945
